backbone,context_id,perturbation,task,dataset,ablation,n_novel_tools,n_kept_tools,n_dropped,tool_context_len,pred,flipped,raw_text
llama70b3_3,askdocs_31,summary,visit,askdocs,urinary tract infection (disease),no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_31,summary,visit,askdocs,urinary tract infection (disease),no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_31,summary,visit,askdocs,urinary tract infection (disease),no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_31,summary,visit,askdocs,urinary tract infection (disease),no_other,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_31,summary,visit,askdocs,urinary tract infection (disease),tu_only,1,0,1,"[""EuropePMC""]",1533,True,YES,False,(dry-run)
llama70b3_3,askdocs_31,summary,visit,askdocs,urinary tract infection (disease),no_tu,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_34,summary,visit,askdocs,numb,no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_34,summary,visit,askdocs,numb,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_34,summary,visit,askdocs,numb,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_34,summary,visit,askdocs,numb,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_34,summary,visit,askdocs,numb,no_other,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_34,summary,visit,askdocs,numb,tu_only,1,0,1,"[""EuropePMC""]",1721,True,YES,False,(dry-run)
llama70b3_3,askdocs_34,summary,visit,askdocs,numb,no_tu,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_38,summary,visit,askdocs,weight loss,no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_38,summary,visit,askdocs,weight loss,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_38,summary,visit,askdocs,weight loss,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_38,summary,visit,askdocs,weight loss,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_38,summary,visit,askdocs,weight loss,no_other,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_38,summary,visit,askdocs,weight loss,tu_only,1,0,1,"[""EuropePMC""]",1783,True,YES,False,(dry-run)
llama70b3_3,askdocs_38,summary,visit,askdocs,weight loss,no_tu,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_43,summary,visit,askdocs,hashimoto thyroiditis,no_fda_core,5,2,3,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",3002,True,YES,False,(dry-run)
llama70b3_3,askdocs_43,summary,visit,askdocs,hashimoto thyroiditis,no_fda_pharma,5,4,1,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",6006,True,YES,False,(dry-run)
llama70b3_3,askdocs_43,summary,visit,askdocs,hashimoto thyroiditis,no_fda_warnings,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,YES,False,(dry-run)
llama70b3_3,askdocs_43,summary,visit,askdocs,hashimoto thyroiditis,no_fda_rare,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,YES,False,(dry-run)
llama70b3_3,askdocs_43,summary,visit,askdocs,hashimoto thyroiditis,no_other,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,YES,False,(dry-run)
llama70b3_3,askdocs_43,summary,visit,askdocs,hashimoto thyroiditis,tu_only,5,0,5,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",2000,True,YES,False,(dry-run)
llama70b3_3,askdocs_43,summary,visit,askdocs,hashimoto thyroiditis,no_tu,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,YES,False,(dry-run)
llama70b3_3,askdocs_54,summary,visit,askdocs,fever,no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_54,summary,visit,askdocs,fever,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_54,summary,visit,askdocs,fever,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_54,summary,visit,askdocs,fever,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_54,summary,visit,askdocs,fever,no_other,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_54,summary,visit,askdocs,fever,tu_only,1,0,1,"[""EuropePMC""]",1769,True,YES,False,(dry-run)
llama70b3_3,askdocs_54,summary,visit,askdocs,fever,no_tu,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_62,summary,visit,askdocs,ethanol,no_fda_core,2,1,1,"[""EuropePMC"", ""FDA_core""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_62,summary,visit,askdocs,ethanol,no_fda_pharma,2,2,0,"[""EuropePMC"", ""FDA_core""]",2603,True,YES,False,(dry-run)
llama70b3_3,askdocs_62,summary,visit,askdocs,ethanol,no_fda_warnings,2,2,0,"[""EuropePMC"", ""FDA_core""]",2603,True,YES,False,(dry-run)
llama70b3_3,askdocs_62,summary,visit,askdocs,ethanol,no_fda_rare,2,2,0,"[""EuropePMC"", ""FDA_core""]",2603,True,YES,False,(dry-run)
llama70b3_3,askdocs_62,summary,visit,askdocs,ethanol,no_other,2,2,0,"[""EuropePMC"", ""FDA_core""]",2603,True,YES,False,(dry-run)
llama70b3_3,askdocs_62,summary,visit,askdocs,ethanol,tu_only,2,0,2,"[""EuropePMC"", ""FDA_core""]",2166,True,YES,False,(dry-run)
llama70b3_3,askdocs_62,summary,visit,askdocs,ethanol,no_tu,2,2,0,"[""EuropePMC"", ""FDA_core""]",2603,True,YES,False,(dry-run)
llama70b3_3,askdocs_66,summary,visit,askdocs,iron,no_fda_core,5,2,3,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",3002,True,YES,False,(dry-run)
llama70b3_3,askdocs_66,summary,visit,askdocs,iron,no_fda_pharma,5,4,1,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",6006,True,YES,False,(dry-run)
llama70b3_3,askdocs_66,summary,visit,askdocs,iron,no_fda_warnings,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,YES,False,(dry-run)
llama70b3_3,askdocs_66,summary,visit,askdocs,iron,no_fda_rare,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,YES,False,(dry-run)
llama70b3_3,askdocs_66,summary,visit,askdocs,iron,no_other,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,YES,False,(dry-run)
llama70b3_3,askdocs_66,summary,visit,askdocs,iron,tu_only,5,0,5,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",1790,True,YES,False,(dry-run)
llama70b3_3,askdocs_66,summary,visit,askdocs,iron,no_tu,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,YES,False,(dry-run)
llama70b3_3,askdocs_75,summary,visit,askdocs,"diabetes mellitus, noninsulin-dependent",no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_75,summary,visit,askdocs,"diabetes mellitus, noninsulin-dependent",no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_75,summary,visit,askdocs,"diabetes mellitus, noninsulin-dependent",no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_75,summary,visit,askdocs,"diabetes mellitus, noninsulin-dependent",no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_75,summary,visit,askdocs,"diabetes mellitus, noninsulin-dependent",no_other,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_75,summary,visit,askdocs,"diabetes mellitus, noninsulin-dependent",tu_only,1,0,1,"[""EuropePMC""]",2086,True,YES,False,(dry-run)
llama70b3_3,askdocs_75,summary,visit,askdocs,"diabetes mellitus, noninsulin-dependent",no_tu,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_85,summary,visit,askdocs,female anatomical structure,no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_85,summary,visit,askdocs,female anatomical structure,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_85,summary,visit,askdocs,female anatomical structure,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_85,summary,visit,askdocs,female anatomical structure,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_85,summary,visit,askdocs,female anatomical structure,no_other,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_85,summary,visit,askdocs,female anatomical structure,tu_only,1,0,1,"[""EuropePMC""]",1962,True,YES,False,(dry-run)
llama70b3_3,askdocs_85,summary,visit,askdocs,female anatomical structure,no_tu,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_88,summary,visit,askdocs,cough,no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_88,summary,visit,askdocs,cough,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_88,summary,visit,askdocs,cough,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_88,summary,visit,askdocs,cough,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_88,summary,visit,askdocs,cough,no_other,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_88,summary,visit,askdocs,cough,tu_only,1,0,1,"[""EuropePMC""]",2180,True,YES,False,(dry-run)
llama70b3_3,askdocs_88,summary,visit,askdocs,cough,no_tu,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_97,summary,visit,askdocs,arteriovenous hemangioma/malformation,no_fda_core,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_97,summary,visit,askdocs,arteriovenous hemangioma/malformation,no_fda_pharma,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_97,summary,visit,askdocs,arteriovenous hemangioma/malformation,no_fda_warnings,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_97,summary,visit,askdocs,arteriovenous hemangioma/malformation,no_fda_rare,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_97,summary,visit,askdocs,arteriovenous hemangioma/malformation,no_other,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_97,summary,visit,askdocs,arteriovenous hemangioma/malformation,tu_only,1,0,1,"[""EuropePMC""]",1551,True,YES,False,(dry-run)
llama70b3_3,askdocs_97,summary,visit,askdocs,arteriovenous hemangioma/malformation,no_tu,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,gender_swap,visit,askdocs,smoke,no_fda_core,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,gender_swap,visit,askdocs,smoke,no_fda_pharma,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,gender_swap,visit,askdocs,smoke,no_fda_warnings,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,gender_swap,visit,askdocs,smoke,no_fda_rare,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,gender_swap,visit,askdocs,smoke,no_other,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,gender_swap,visit,askdocs,smoke,tu_only,1,0,1,"[""EuropePMC""]",702,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,gender_swap,visit,askdocs,smoke,no_tu,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_130,gender_swap,visit,askdocs,tuberculosis,no_fda_core,4,1,3,"[""EuropePMC"", ""FDA_core""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_130,gender_swap,visit,askdocs,tuberculosis,no_fda_pharma,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,YES,False,(dry-run)
llama70b3_3,askdocs_130,gender_swap,visit,askdocs,tuberculosis,no_fda_warnings,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,YES,False,(dry-run)
llama70b3_3,askdocs_130,gender_swap,visit,askdocs,tuberculosis,no_fda_rare,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,YES,False,(dry-run)
llama70b3_3,askdocs_130,gender_swap,visit,askdocs,tuberculosis,no_other,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,YES,False,(dry-run)
llama70b3_3,askdocs_130,gender_swap,visit,askdocs,tuberculosis,tu_only,4,0,4,"[""EuropePMC"", ""FDA_core""]",617,True,YES,False,(dry-run)
llama70b3_3,askdocs_130,gender_swap,visit,askdocs,tuberculosis,no_tu,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,YES,False,(dry-run)
llama70b3_3,askdocs_133,gender_swap,visit,askdocs,minoxidil,no_fda_core,4,1,3,"[""FDA_core"", ""FDA_warnings""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_133,gender_swap,visit,askdocs,minoxidil,no_fda_pharma,4,4,0,"[""FDA_core"", ""FDA_warnings""]",6005,True,YES,False,(dry-run)
llama70b3_3,askdocs_133,gender_swap,visit,askdocs,minoxidil,no_fda_warnings,4,3,1,"[""FDA_core"", ""FDA_warnings""]",4504,True,YES,False,(dry-run)
llama70b3_3,askdocs_133,gender_swap,visit,askdocs,minoxidil,no_fda_rare,4,4,0,"[""FDA_core"", ""FDA_warnings""]",6005,True,YES,False,(dry-run)
llama70b3_3,askdocs_133,gender_swap,visit,askdocs,minoxidil,no_other,4,4,0,"[""FDA_core"", ""FDA_warnings""]",6005,True,YES,False,(dry-run)
llama70b3_3,askdocs_133,gender_swap,visit,askdocs,minoxidil,tu_only,4,0,4,"[""FDA_core"", ""FDA_warnings""]",702,True,YES,False,(dry-run)
llama70b3_3,askdocs_133,gender_swap,visit,askdocs,minoxidil,no_tu,4,4,0,"[""FDA_core"", ""FDA_warnings""]",6005,True,YES,False,(dry-run)
llama70b3_3,askdocs_180,gender_swap,visit,askdocs,iron,no_fda_core,5,2,3,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",3002,True,YES,False,(dry-run)
llama70b3_3,askdocs_180,gender_swap,visit,askdocs,iron,no_fda_pharma,5,4,1,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",6006,True,YES,False,(dry-run)
llama70b3_3,askdocs_180,gender_swap,visit,askdocs,iron,no_fda_warnings,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,YES,False,(dry-run)
llama70b3_3,askdocs_180,gender_swap,visit,askdocs,iron,no_fda_rare,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,YES,False,(dry-run)
llama70b3_3,askdocs_180,gender_swap,visit,askdocs,iron,no_other,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,YES,False,(dry-run)
llama70b3_3,askdocs_180,gender_swap,visit,askdocs,iron,tu_only,5,0,5,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",591,True,YES,False,(dry-run)
llama70b3_3,askdocs_180,gender_swap,visit,askdocs,iron,no_tu,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,YES,False,(dry-run)
llama70b3_3,askdocs_183,gender_swap,visit,askdocs,tonsillitis,no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_183,gender_swap,visit,askdocs,tonsillitis,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_183,gender_swap,visit,askdocs,tonsillitis,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_183,gender_swap,visit,askdocs,tonsillitis,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_183,gender_swap,visit,askdocs,tonsillitis,no_other,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_183,gender_swap,visit,askdocs,tonsillitis,tu_only,1,0,1,"[""EuropePMC""]",681,True,YES,False,(dry-run)
llama70b3_3,askdocs_183,gender_swap,visit,askdocs,tonsillitis,no_tu,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_43,gender_swap,visit,askdocs,hashimoto thyroiditis,no_fda_core,5,2,3,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",3002,False,YES,False,(dry-run)
llama70b3_3,askdocs_43,gender_swap,visit,askdocs,hashimoto thyroiditis,no_fda_pharma,5,4,1,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",6006,False,YES,False,(dry-run)
llama70b3_3,askdocs_43,gender_swap,visit,askdocs,hashimoto thyroiditis,no_fda_warnings,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,False,YES,False,(dry-run)
llama70b3_3,askdocs_43,gender_swap,visit,askdocs,hashimoto thyroiditis,no_fda_rare,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,False,YES,False,(dry-run)
llama70b3_3,askdocs_43,gender_swap,visit,askdocs,hashimoto thyroiditis,no_other,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,False,YES,False,(dry-run)
llama70b3_3,askdocs_43,gender_swap,visit,askdocs,hashimoto thyroiditis,tu_only,5,0,5,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",0,False,YES,False,(dry-run)
llama70b3_3,askdocs_43,gender_swap,visit,askdocs,hashimoto thyroiditis,no_tu,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,False,YES,False,(dry-run)
llama70b3_3,askdocs_60,gender_swap,visit,askdocs,infectious disease,no_fda_core,5,2,3,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",1837,True,YES,False,(dry-run)
llama70b3_3,askdocs_60,gender_swap,visit,askdocs,infectious disease,no_fda_pharma,5,4,1,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",4841,True,YES,False,(dry-run)
llama70b3_3,askdocs_60,gender_swap,visit,askdocs,infectious disease,no_fda_warnings,5,4,1,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",6006,True,YES,False,(dry-run)
llama70b3_3,askdocs_60,gender_swap,visit,askdocs,infectious disease,no_fda_rare,5,5,0,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",6343,True,YES,False,(dry-run)
llama70b3_3,askdocs_60,gender_swap,visit,askdocs,infectious disease,no_other,5,5,0,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",6343,True,YES,False,(dry-run)
llama70b3_3,askdocs_60,gender_swap,visit,askdocs,infectious disease,tu_only,5,0,5,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",722,True,YES,False,(dry-run)
llama70b3_3,askdocs_60,gender_swap,visit,askdocs,infectious disease,no_tu,5,5,0,"[""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",6343,True,YES,False,(dry-run)
llama70b3_3,askdocs_63,gender_swap,visit,askdocs,multiple organ dysfunction syndrome,no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_63,gender_swap,visit,askdocs,multiple organ dysfunction syndrome,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_63,gender_swap,visit,askdocs,multiple organ dysfunction syndrome,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_63,gender_swap,visit,askdocs,multiple organ dysfunction syndrome,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_63,gender_swap,visit,askdocs,multiple organ dysfunction syndrome,no_other,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_63,gender_swap,visit,askdocs,multiple organ dysfunction syndrome,tu_only,1,0,1,"[""EuropePMC""]",727,True,YES,False,(dry-run)
llama70b3_3,askdocs_63,gender_swap,visit,askdocs,multiple organ dysfunction syndrome,no_tu,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_75,gender_swap,visit,askdocs,"diabetes mellitus, noninsulin-dependent",no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_75,gender_swap,visit,askdocs,"diabetes mellitus, noninsulin-dependent",no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_75,gender_swap,visit,askdocs,"diabetes mellitus, noninsulin-dependent",no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_75,gender_swap,visit,askdocs,"diabetes mellitus, noninsulin-dependent",no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_75,gender_swap,visit,askdocs,"diabetes mellitus, noninsulin-dependent",no_other,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_75,gender_swap,visit,askdocs,"diabetes mellitus, noninsulin-dependent",tu_only,1,0,1,"[""EuropePMC""]",728,True,YES,False,(dry-run)
llama70b3_3,askdocs_75,gender_swap,visit,askdocs,"diabetes mellitus, noninsulin-dependent",no_tu,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_84,gender_swap,visit,askdocs,coronary artery disease,no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_84,gender_swap,visit,askdocs,coronary artery disease,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_84,gender_swap,visit,askdocs,coronary artery disease,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_84,gender_swap,visit,askdocs,coronary artery disease,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_84,gender_swap,visit,askdocs,coronary artery disease,no_other,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_84,gender_swap,visit,askdocs,coronary artery disease,tu_only,1,0,1,"[""EuropePMC""]",612,True,YES,False,(dry-run)
llama70b3_3,askdocs_84,gender_swap,visit,askdocs,coronary artery disease,no_tu,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_85,gender_swap,visit,askdocs,rectum,no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_85,gender_swap,visit,askdocs,rectum,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_85,gender_swap,visit,askdocs,rectum,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_85,gender_swap,visit,askdocs,rectum,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_85,gender_swap,visit,askdocs,rectum,no_other,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_85,gender_swap,visit,askdocs,rectum,tu_only,1,0,1,"[""EuropePMC""]",216,True,YES,False,(dry-run)
llama70b3_3,askdocs_85,gender_swap,visit,askdocs,rectum,no_tu,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_97,gender_swap,visit,askdocs,cerebral arteriovenous malformation,no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_97,gender_swap,visit,askdocs,cerebral arteriovenous malformation,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_97,gender_swap,visit,askdocs,cerebral arteriovenous malformation,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_97,gender_swap,visit,askdocs,cerebral arteriovenous malformation,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_97,gender_swap,visit,askdocs,cerebral arteriovenous malformation,no_other,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_97,gender_swap,visit,askdocs,cerebral arteriovenous malformation,tu_only,1,0,1,"[""EuropePMC""]",691,True,YES,False,(dry-run)
llama70b3_3,askdocs_97,gender_swap,visit,askdocs,cerebral arteriovenous malformation,no_tu,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_0,gender_swap,visit,oncqa,cancer,no_fda_core,4,1,3,"[""EuropePMC"", ""FDA_core""]",1499,True,YES,False,(dry-run)
llama70b3_3,oncqa_0,gender_swap,visit,oncqa,cancer,no_fda_pharma,4,4,0,"[""EuropePMC"", ""FDA_core""]",6004,True,YES,False,(dry-run)
llama70b3_3,oncqa_0,gender_swap,visit,oncqa,cancer,no_fda_warnings,4,4,0,"[""EuropePMC"", ""FDA_core""]",6004,True,YES,False,(dry-run)
llama70b3_3,oncqa_0,gender_swap,visit,oncqa,cancer,no_fda_rare,4,4,0,"[""EuropePMC"", ""FDA_core""]",6004,True,YES,False,(dry-run)
llama70b3_3,oncqa_0,gender_swap,visit,oncqa,cancer,no_other,4,4,0,"[""EuropePMC"", ""FDA_core""]",6004,True,YES,False,(dry-run)
llama70b3_3,oncqa_0,gender_swap,visit,oncqa,cancer,tu_only,4,0,4,"[""EuropePMC"", ""FDA_core""]",698,True,YES,False,(dry-run)
llama70b3_3,oncqa_0,gender_swap,visit,oncqa,cancer,no_tu,4,4,0,"[""EuropePMC"", ""FDA_core""]",6004,True,YES,False,(dry-run)
